Source,Target,Weight,Type
chekhov_V1_36_Nenuzhnaya_pobe,lermontov_knyaginya_lig,3,undirected
chekhov_V1_36_Nenuzhnaya_pobe,lermontov_knyazhna_mery,4,undirected
chekhov_V1_36_Nenuzhnaya_pobe,lermontov_vadim,2,undirected
chekhov_V1_36_Nenuzhnaya_pobe,tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,1,undirected
chekhov_V7_11_Step_Istoriya_,chekhov_V7_7_Duel,2,undirected
chekhov_V7_11_Step_Istoriya_,gogol_bulba,2,undirected
chekhov_V7_11_Step_Istoriya_,leskov_015,1,undirected
chekhov_V7_11_Step_Istoriya_,tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,3,undirected
chekhov_V7_7_Duel,chekhov_V7_11_Step_Istoriya_,2,undirected
chekhov_V7_7_Duel,chekhov_V9_4_Tri_goda,4,undirected
chekhov_V7_7_Duel,tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,3,undirected
chekhov_V7_7_Duel,turgenev_nov,3,undirected
chekhov_V9_11_Moya_zhizn_Ras,chekhov_V9_4_Tri_goda,6,undirected
chekhov_V9_11_Moya_zhizn_Ras,leskov_020,1,undirected
chekhov_V9_11_Moya_zhizn_Ras,tolstoy_v02_079_226_Junost,5,undirected
chekhov_V9_4_Tri_goda,chekhov_V7_7_Duel,4,undirected
chekhov_V9_4_Tri_goda,chekhov_V9_11_Moya_zhizn_Ras,6,undirected
chekhov_V9_4_Tri_goda,tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4,3,undirected
gogol_bulba,chekhov_V7_11_Step_Istoriya_,2,undirected
gogol_bulba,gogol_md,6,undirected
gogol_bulba,gogol_portret,2,undirected
gogol_md,gogol_bulba,6,undirected
gogol_md,gogol_portret,5,undirected
gogol_md,leskov_018,1,undirected
gogol_portret,gogol_bulba,2,undirected
gogol_portret,gogol_md,5,undirected
gogol_portret,tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj,2,undirected
lermontov_bela,lermontov_knyazhna_mery,3,undirected
lermontov_bela,lermontov_vadim,1,undirected
lermontov_bela,turgenev_nov,2,undirected
lermontov_knyaginya_lig,chekhov_V1_36_Nenuzhnaya_pobe,3,undirected
lermontov_knyaginya_lig,lermontov_knyazhna_mery,3,undirected
lermontov_knyaginya_lig,lermontov_vadim,6,undirected
lermontov_knyaginya_lig,leskov_010,2,undirected
lermontov_knyaginya_lig,tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,1,undirected
lermontov_knyazhna_mery,chekhov_V1_36_Nenuzhnaya_pobe,4,undirected
lermontov_knyazhna_mery,lermontov_bela,3,undirected
lermontov_knyazhna_mery,lermontov_knyaginya_lig,3,undirected
lermontov_knyazhna_mery,leskov_010,1,undirected
lermontov_vadim,chekhov_V1_36_Nenuzhnaya_pobe,2,undirected
lermontov_vadim,lermontov_bela,1,undirected
lermontov_vadim,lermontov_knyaginya_lig,6,undirected
lermontov_vadim,tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,1,undirected
leskov_010,lermontov_knyaginya_lig,2,undirected
leskov_010,lermontov_knyazhna_mery,1,undirected
leskov_010,leskov_015,5,undirected
leskov_010,leskov_018,2,undirected
leskov_010,leskov_020,1,undirected
leskov_010,unknown_013,4,undirected
leskov_015,chekhov_V7_11_Step_Istoriya_,1,undirected
leskov_015,leskov_010,5,undirected
leskov_015,leskov_018,2,undirected
leskov_015,leskov_020,2,undirected
leskov_015,turgenev_dym,1,undirected
leskov_015,turgenev_nov,2,undirected
leskov_015,turgenev_otsy_i_deti,1,undirected
leskov_015,unknown_013,6,undirected
leskov_018,gogol_md,1,undirected
leskov_018,leskov_010,2,undirected
leskov_018,leskov_015,2,undirected
leskov_018,leskov_020,6,undirected
leskov_018,tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj,1,undirected
leskov_020,chekhov_V9_11_Moya_zhizn_Ras,1,undirected
leskov_020,leskov_010,1,undirected
leskov_020,leskov_015,2,undirected
leskov_020,leskov_018,6,undirected
leskov_020,tolstoy_v02_079_226_Junost,2,undirected
leskov_020,unknown_013,1,undirected
tolstoy_v02_079_226_Junost,chekhov_V9_11_Moya_zhizn_Ras,5,undirected
tolstoy_v02_079_226_Junost,leskov_020,2,undirected
tolstoy_v02_079_226_Junost,tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj,1,undirected
tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,chekhov_V1_36_Nenuzhnaya_pobe,1,undirected
tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,chekhov_V7_11_Step_Istoriya_,3,undirected
tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,chekhov_V7_7_Duel,3,undirected
tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,lermontov_knyaginya_lig,1,undirected
tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,lermontov_vadim,1,undirected
tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj,4,undirected
tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4,6,undirected
tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj,gogol_portret,2,undirected
tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj,leskov_018,1,undirected
tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj,tolstoy_v02_079_226_Junost,1,undirected
tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj,tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,4,undirected
tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj,tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4,2,undirected
tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4,chekhov_V9_4_Tri_goda,3,undirected
tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4,tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj,6,undirected
tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4,tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj,2,undirected
tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4,turgenev_nov,1,undirected
turgenev_dym,leskov_015,1,undirected
turgenev_dym,turgenev_nov,4,undirected
turgenev_dym,turgenev_otsy_i_deti,5,undirected
turgenev_nov,chekhov_V7_7_Duel,3,undirected
turgenev_nov,lermontov_bela,2,undirected
turgenev_nov,leskov_015,2,undirected
turgenev_nov,tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4,1,undirected
turgenev_nov,turgenev_dym,4,undirected
turgenev_nov,turgenev_otsy_i_deti,6,undirected
turgenev_otsy_i_deti,leskov_015,1,undirected
turgenev_otsy_i_deti,turgenev_dym,5,undirected
turgenev_otsy_i_deti,turgenev_nov,6,undirected
unknown_013,leskov_010,4,undirected
unknown_013,leskov_015,6,undirected
unknown_013,leskov_020,1,undirected
